Title,Date,"Community (city,town, ward)",LGA,State,Total Deaths,Boko Haram (P),State Actor (P),Sectarian Actor (excluding BH) (P),Other Armed Actor (P),Kidnapper (P),Robber (P),Other (P),Election-related Actor (P),Cameroon State Actor (P),Boko Haram (V),State Actor (V),Sectarian Actor (V),Other Armed Actor (V),Political Actor (V),Kidnapper (V),Kidnapee (V),Robber (V),Journalist (V),Civilian (V),Election-related Actor (V),Cameroon State Actor,Bomb,Gun,Machete,Suicide Bombing,Other Weapon,TK,Drinking Establishment,Goverment Building,Church,Mosque,Bank,School,Other Location,Notes,Sources 1,Sources 2,Sources 3,Latitude,Longitude,full place name,country
Boko Haram kill 22 in Borno,2/13/2016,Yakhari,Biu,Borno,22,Boko Haram,,,,,,,,,,,,,,,,,,22,,,,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2016/02/13/more-30-civilians-murdered-boko-haram-borno-state-jtf-sources-say,http://news.yahoo.com/gunmen-kill-30-two-nigeria-village-raids-vigilantes-221752780.html,http://www.ngrguardiannews.com/2016/02/30-dead-in-fresh-boko-haram-raids-on-borno-villages/,10.61758041,12.17827988,"Biu, Borno, Nigeria",Nigeria
Fulani herders kill six in Benue,2/11/2016,,Agatu,Benue,6,,,Sectarian Actor,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,Other,,http://sunnewsonline.com/new/fulani-herders-kill-six-in-benue/,,,7.876510143,7.965169907,"Agatu, Benue, Nigeria",Nigeria
Fulani Herdsmen Invade Enugu Community,2/11/2016,Abbi ,Uzo Uwani,Enugu,2,,,Sectarian Actor,,,,,,,,,2,,,,,,,,,,,,Machete,,Other,,,,,,,,Other,,http://news2.onlinenigeria.com/latest-addition/459102-fulani-herdsmen-invade-enugu-community.html,,,6.511539936,7.107699871,"Uzo Uwani, Enugu, Nigeria",Nigeria
6 beheaded as 15 die in Rivers cult war,2/12/2016,Omoku,Ogba/Egbema/Ndoni,Rivers,15,,,,Other Armed Actor,,,,,,,,,6,,,,,,9,,,,Gun,Machete,,,,,,,,,,Other,,http://allafrica.com/stories/201602130426.html,http://sunnewsonline.com/new/6-beheaded-as-15-die-in-rivers-cult-war/,http://www.thisdaylive.com/articles/suspected-cultists-kill-15-in-rivers/231878/,5.346700191,6.660950184,"Ogba/Egbema/Ndoni, Rivers, Nigeria",Nigeria
Rice millers in violent clash in Ebonyi,2/12/2016,,Abakaliki,Ebonyi,0,,,,Other Armed Actor,,,,,,,,,0,,,,,,,,,,,Machete,,,,,,,,,,Other,,http://www.premiumtimesng.com/regional/ssouth-east/198424-rice-millers-violent-clash-ebonyi.html,,,6.322869778,8.117070198,"Abakaliki, Ebonyi, Nigeria",Nigeria
"Police kill suspected kidnapper, rescue 3 victims",2/12/2016,,Ajaokuta,Kogi,1,,State Actor,,,,,,,,,,,,,1,,,,,,,,Gun,,,,,,,,,,,Other,,http://sunnewsonline.com/new/police-kill-suspected-kidnapper-rescue-3-victims/,http://www.thisdaylive.com/articles/kogi-police-kill-kidnappers-in-camouflage-rescue-victims/231819/,,7.476290226,6.696990013,"Ajaokuta, Kogi, Nigeria",Nigeria
Taraba businessman kidnapped,2/13/2016,Maihula ,Bali,Taraba,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.dailytrust.com.ng/news/general/taraba-businessman-kidnapped/133519.html,,,7.854499817,10.96504021,"Bali, Taraba, Nigeria",Nigeria
Gunmen Kidnap 85-year-old Mother of Wike’s Aide,2/13/2016,George-Ama,Okrika,Rivers,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.thisdaylive.com/articles/gunmen-kidnap-85-year-old-mother-of-wike-s-aide/231940/,http://news2.onlinenigeria.com/news/general/459105-gunmen-kidnap-rivers-commissioner%E2%80%99s-mother%2C-demand-n30-million.html,,4.720910072,7.086480141,"Okrika, Rivers, Nigeria",Nigeria
"Cameroonian, Nigerian troops kill 162 Boko Haram insurgents",2/14/2016,Ngoshe,Gwoza,Borno,164,Boko Haram,State Actor,,,,,,,Cameroon State Actor,162,,,,,,,,,,,2,Bomb,,,,Other,,,,,,,,Other,Operation took place February 11 to February 14,http://www.premiumtimesng.com/news/top-news/198544-cameroonian-nigerian-troops-kill-162-boko-haram-insurgents-official.html,http://sunnewsonline.com/new/cameroon-soldiers-kill-162-boko-haram-fighters/,http://www.vanguardngr.com/2016/02/troops-kill-162-boko-haram-insurgents-cameroonian-commissioner/,11.08539963,13.69190025,"Gwoza, Borno, Nigeria",Nigeria
"Boko Haram Kills Six, Razes 20 Houses In Adamawa",2/15/2016,Kuda,Madagali,Adamawa,6,Boko Haram,,,,,,,,,,,,,,,,,,6,,,,Gun,,,Other,,,,,,,,Other,,http://news2.onlinenigeria.com/latest-addition/459617-boko-haram-kills-six-razes-20-houses-in-adamawa.html,,,10.80249977,13.45289993,"Madagali, Adamawa, Nigeria",Nigeria
Gunmen Abduct Former NDDC MD's Octogenarian Mother In Delta,2/16/2016,Okpare-Olomu,Ughelli South,Delta,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2016/02/18/gunmen-abduct-former-nddc-mds-octogenarian-mother-delta,,,5.371819973,5.799749851,"Ughelli South, Delta, Nigeria",Nigeria
3 killed as political atmosphere degenerates in Benue,2/16/2016,,Ondo West,Benue,3,,,,,,,,Election-related Actor,,,,,,,,,,,,3,,,Gun,,,,,,,,,,,Other,,http://nationalmirroronline.net/new/violence-erupts-in-benue-four-days-to-rerun-election/,http://www.mynewswatchtimesng.com/3-killed-as-political-atmosphere-degenerates-in-benue/,http://leadership.ng/news/502072/benue-rerun-gunmen-shoot-lg-boss-3-policemen-deputy-gov-denies-plan-kill-mark,7.351500034,8.066200256,"Ondo West, Benue, Nigeria",Nigeria
"2 killed, 6 injured in renewed hostilities between Berom and Irigwe",2/16/2016,Kwal ,Bassa,Plateau,2,,,Sectarian Actor,,,,,,,,,2,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.dailytrust.com.ng/news/general/2-killed-6-injured-in-renewed-hostilities-between-berom-and-irigwe/133905.html,,,9.810079575,8.65596962,"Bassa, Plateau, Nigeria",Nigeria
"Troops Kill 5 Boko Haram, Rescue 350 Abductees",2/16/2016,"Gajibo, Maula, Gamai, Gamare, Maiwa, Warsale, Tangli, Tushi, Sowa, Hasanari, Changuwa, Malamaja and Marya ",Mafa,Borno,5,,State Actor,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,Other,Also in Dikwa LGA,http://leadership.ng/news/501814/troops-kill-5-boko-haram-rescue-350-abductees,,,11.92249966,13.60130024,"Mafa, Borno, Nigeria",Nigeria
Nigerian troops ‘destroy’ Boko Haram camps in Sambisa,2/16/2016,Alagarno,Biu,Borno,2,,State Actor,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,Other, ,http://www.premiumtimesng.com/news/top-news/198611-nigerian-troops-destroy-boko-haram-camps-sambisa.html,http://saharareporters.com/2016/02/17/troops-ambush-boko-haram-terrorists,,10.61758041,12.17827988,"Biu, Borno, Nigeria",Nigeria
Nigerian troops ‘kill’ more Boko Haram terrorists in Sambisa ambush,2/17/2016,Komala and Musafanari,Gwoza,Borno,10,Boko Haram,State Actor,,,,,,,,10,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,"""number"" of terrorists killed",http://www.premiumtimesng.com/news/more-news/198638-nigerian-troops-kill-boko-haram-terrorists-sambisa-ambush.html,,,11.08539963,13.69190025,"Gwoza, Borno, Nigeria",Nigeria
Again gunmen abduct Jonathan’s foster father in Bayelsa  ,2/17/2016,Otuoke ,Ogbia,Bayelsa,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://sunnewsonline.com/new/gunmen-abduct-jonathans-foster-father-again/,http://www.thisdaylive.com/articles/gunmen-abduct-72-year-old-jonathans-adopted-father/232179/,,4.859290123,6.373149872,"Ogbia, Bayelsa, Nigeria",Nigeria
Suicide bombers kill at least 24 in Cameroon market,2/19/2016,,,,24,Boko Haram,,,,,,,,,2,,,,,,,,,22,,,,,,Suicide Bombing,,,,,,,,,Other,,http://af.reuters.com/article/nigeriaNews/idAFL8N15Y27Q?feedType=RSS&feedName=nigeriaNews,http://www.voanews.com/content/cameroon-suicide-attack-targets-meme-market/3197929.html,http://www.africanews.com/2016/02/19/cameroon-22-dead-in-double-bomb-blast-at-a-market-in-the-far-north/,10.966667,14.233333,"Meme, Cameroon",Cameroon
"1 killed, 12 wounded in Delta communal clash",2/19/2016,,Aniocha South,Delta,1,,,Sectarian Actor,,,,,,,,,1,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.ngrguardiannews.com/2016/02/1-killed-12-wounded-in-delta-communal-clash/,,,6.179679871,6.524290085,"Aniocha South, Delta, Nigeria",Nigeria
Unknown Men Kill Seven Persons In Kebbi,2/22/2016,,Birnin Kebbi,Kebbi,7,,,,Other Armed Actor,,,,,,,,,,,,,,,7,,,,Gun,,,Other,,,,,,,,Other,,http://www.premiumtimesng.com/regional/nwest/198831-mom-4-children-slaughtered-kebbi.html,http://saharareporters.com/2016/02/22/unknown-men-kill-seven-persons-kebbi,,12.43980026,4.177010059,"Birnin Kebbi, Kebbi, Nigeria",Nigeria
"5 feared killed as soldiers, militants clash in Rivers",2/23/2016,Yeghe,Gokana,Rivers,5,,State Actor,,Other Armed Actor,,,,,,,2,,2,,,,,,1,,,,Gun,,,,,,,,,,,Other,,http://nationalmirroronline.net/new/4-feared-killed-as-soldiers-militants-clash-in-rivers/,http://www.vanguardngr.com/2016/02/four-feared-dead-in-army-militant-clash-in-bori/,http://sunnewsonline.com/new/shooting-continues-in-rivers/,4.652009964,7.287059784,"Gokana, Rivers, Nigeria",Nigeria
"Bourbon vessel attacked off Nigeria, two kidnapped",2/23/2016,,Brass,Bayelsa,0,,,,Other Armed Actor,,,,,,,,,,,,2,,,,,,,Gun,,,Other,,,,,,,,Other,,http://www.newsmaritime.com/2016/pirates-kidnapped-two-seamen-from-offshore-vessel-bourbon-liberty-251-in-gulf-of-guinea/,http://www.reuters.com/article/us-bourbon-nigeria-piracy-idUSKCN0VX2IQ?feedType=RSS&feedName=worldNews,http://www.hellenicshippingnews.com/two-sailors-kidnapped-after-oil-tanker-attacked-off-nigeria/,4.533239841,6.410749912,"Brass, Bayelsa, Nigeria",Nigeria
Abia monarch assassinated,2/23/2016,,Obi Ngwa,Abia,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,Gun,Machete,,,Targeted Killing,,,,,,,Other,,http://www.vanguardngr.com/2016/02/abia-monarch-assassinated/,,,5.11070013,7.426750183,"Obi Ngwa, Abia, Nigeria",Nigeria
Six feared dead in Ibadan gang war,2/23/2016,Oja’ba,Ibadan South-West,Oyo,6,,,,Other Armed Actor,,,,,,,,,6,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://news2.onlinenigeria.com/news/general/462186-six-feared-dead-in-ibadan-gang-war.html,,,7.340720177,3.872819901,"Ibadan South-West, Oyo, Nigeria",Nigeria
Robber dies in gun battle with police in Rivers,2/24/2016,,Port Harcourt,Rivers,1,,State Actor,,,,Robber,,,,,,,,,,,1,,,,,,Gun,,,,,,,,,,,Other,,http://www.vanguardngr.com/2016/02/robber-dies-in-gun-battle-with-police-in-rivers-2/,,,4.801559925,7.025010109,"Port Harcourt, Rivers, Nigeria",Nigeria
"300 die as herdsmen, farmers clash in Benue",2/25/2016,"Okokolo, Akwu, Ocholonya, Adagbo, Ugboku and Aila ",Agatu,Benue,300,,,Sectarian Actor,,,,,,,,,300,,,,,,,,,,,Gun,,,,,,,,,,,Other,2/22 - 2/25,http://news2.onlinenigeria.com/headline/461667-breaking-many-killed-as-suspected-fulani-herdsmen-raid-agatu-community.html,http://www.vanguardngr.com/2016/02/300-die-as-herdsmen-farmers-clash-in-benue/,http://www.africareview.com/News/Herders-kill-in-Nigeria-Benue-state-as-residents-flee/-/979180/3093466/-/tg5x5o/-/index.html,7.876510143,7.965169907,"Agatu, Benue, Nigeria",Nigeria
Cultists kill 23-yr-old man in Ondo,2/25/2016,Oke-Ijebu,Owo,Ondo,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,Gun,,,,,,,,,,,Other,,http://dailypost.ng/2016/02/25/cultists-allegedly-shoot-82-year-old-woman-dead-kill-grandson/,http://www.vanguardngr.com/2016/02/cultists-kill-23-yr-old-man-in-ondo/,,7.194310188,5.58795023,"Owo, Ondo, Nigeria",Nigeria
"Army foils attack on Dikwa, kills 26 Boko Haram militants",2/24/2016,,Dikwa,Borno,28,Boko Haram,State Actor,,,,,,,,26,1,,1,,,,,,,,,,,,,,,,,,,,,Other,,http://www.dailytrust.com.ng/news/general/army-foils-attack-on-dikwa-kills-26-boko-haram-militants/135302.html,http://news.yahoo.com/nigeria-army-foils-boko-haram-attack-military-083413024.html,http://www.naharnet.com/stories/en/203053-nigeria-army-foils-boko-haram-attack,12.04399967,13.92140007,"Dikwa, Borno, Nigeria",Nigeria
"4 killed, scores injured as fresh crisis erupts in Taraba",2/26/2016,,Ibi,Taraba,4,,,Sectarian Actor,,,,,,,,,4,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://nationalmirroronline.net/new/4-killed-scores-injured-as-fresh-crisis-erupts-in-taraba/,,,8.175559998,9.74876976,"Ibi, Taraba, Nigeria",Nigeria
Cameroon says its army kills 92 militants in operation with Nigeria,2/26/2016,Kumshe,Bama,Borno,94,Boko Haram,State Actor,,,,,,,Cameroon State Actor,92,,,,,,,,,,,2,Bomb,,,,,,,,,,,,Other,,http://af.reuters.com/article/nigeriaNews/idAFL8N1655GY?feedType=RSS&feedName=nigeriaNews,http://saharareporters.com/2016/02/23/nigerian-and-cameroonian-forces-kill-20-insurgents-talalakumshe-rescue-150-kodo,http://sunnewsonline.com/new/boko-haram-many-insurgents-feared-killed-in-massive-offensive/,11.52079964,13.68050003,"Bama, Borno, Nigeria",Nigeria
"Nigerian troops clear Boko Haram’s ‘hospital’, bomb factory, fuel dump",2/27/2016,Kotokuma,Dikwa,Borno,37,Boko Haram,State Actor,,,,,,,,37,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/top-news/199195-nigerian-troops-clear-boko-harams-hospital-bomb-factory-fuel-dump-army.html,,,12.04399967,13.92140007,"Dikwa, Borno, Nigeria",Nigeria
More bloodletting in Rivers as gunmen kill 5,2/27/2016,Ogbele,Ahoada East,Rivers,5,,,,Other Armed Actor,,,,,,,,,,,,1,,,5,,,,Gun,,,,,,,,,,,Other,,http://www.vanguardngr.com/2016/02/more-bloodletting-in-rivers-as-gunmen-kill-5/,,,5.081930161,6.650380135,"Ahoada East, Rivers, Nigeria",Nigeria
Gunmen Abduct Ex-CBN Director From Church In Delta State,2/28/2016,Emevor,Isoko North,Delta,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,Church,,,,,,http://saharareporters.com/2016/02/29/gunmen-abduct-ex-cbn-director-church-delta-state,,,5.545730114,6.227270126,"Isoko North, Delta, Nigeria",Nigeria
"Police shoot robber, recover ammunitions in Saburi",2/28/2016,Saburi,,Federal Capital Territory,1,,State Actor,,,,Robber,,,,,,,,,,,1,,,,,,Gun,,,,,,,,,,,Other,,http://www.dailytrust.com.ng/news/city-news/police-shoot-robber-recover-ammunitions-in-saburi/136262.html,,,8.906233788,7.189051151,", Federal Capital Territory, Nigeria",Nigeria
Three Students Abducted By Gunmen In Lagos State,2/29/2016,Agunfoye-Lugbusi,Lagos State,Lagos,0,,,,,Kidnapper,,,,,,,,,,,3,,,,,,,Gun,,,,,,,,,,School,,,http://saharareporters.com/2016/03/01/three-students-abducted-gunmen-lagos-state,http://nationalmirroronline.net/new/three-female-students-abducted-from-ikorodu-secondary-school/,,6.60160017,3.396859884,"Lagos State, Lagos, Nigeria",Nigeria
Gunmen abduct retired SSS officer in Taraba,3/1/2016,Baisa,Kumi,Taraba,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://dailypost.ng/2016/03/01/gunmen-abduct-retired-sss-officer-in-taraba/,http://english.sina.com/news/2016/0301/894604.html,,9.559505463,8.077880859,"Kumi, Taraba, Nigeria",Nigeria
Eight killed in deadly Lagos ethnic clash,3/3/2016,Ikosi- Ketu,Kosofe,Lagos,8,,,Sectarian Actor,,,,,,,,,8,,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://www.premiumtimesng.com/news/headlines/199475-five-killed-deadly-lagos-ethnic-clash.html,http://nationalmirroronline.net/new/mayhem-in-lagos-as-hausa-yoruba-clash/,,6.599999905,3.415100098,"Kosofe, Lagos, Nigeria",Nigeria
"Four killed, 54 arrested in renewed Mile 12 clash",3/4/2016,Ikosi- Ketu,Kosofe,Lagos,4,,,Sectarian Actor,,,,,,,,,4,,,,,,,,,,,,,,Other,,,,,,,,Other,,http://nationalmirroronline.net/new/four-killed-54-arrested-in-renewed-mile-12-clash/,http://www.vanguardngr.com/2016/03/lagos-killings-continue-in-mile-12-ethnic-clash/,,6.599999905,3.415100098,"Kosofe, Lagos, Nigeria",Nigeria
"Military Repels Boko Haram Attack In Bama, Kill Five Terrorists",3/4/2016,,Bama,Borno,5,Boko Haram,State Actor,,,,,,,,5,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2016/03/04/military-repels-boko-haram-attack-bama-kill-five-terrorists,,,11.52079964,13.68050003,"Bama, Borno, Nigeria",Nigeria
"Nigerian troops ‘attack Boko Haram’s spiritual base’, rescues 63",3/4/2016,"Lawin Meleri, Matiri Bulaka and Aljeri",Abadam,Borno,5,,State Actor,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/top-news/199502-nigerian-troops-attack-boko-harams-spiritual-base-rescues-63.html,http://saharareporters.com/2016/03/03/boko-haram-power-base-alagarno-forest-destroyed-military,http://allafrica.com/stories/201603041298.html,13.42829323,13.32567406,"Abadam, Borno, Nigeria",Nigeria
"3 terrorists killed, 3 Nigerian soldiers injured as troops battle Boko Haram",3/5/2016,Dure,Biu,Borno,3,Boko Haram,State Actor,,,,,,,,7,,,,,,,,,,,,Bomb,,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/top-news/199645-several-terrorists-killed-3-nigerian-soldiers-injured-troops-battle-boko-haram-army.html,http://www.punchng.com/troops-raid-boko-haram-hideouts-kill-five/,http://allafrica.com/stories/201603070870.html,10.61758041,12.17827988,"Biu, Borno, Nigeria",Nigeria
Troops Clear Boko Haram Out of Doksa,3/5/2016,Doksa,Biu,Borno,2,,State Actor,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,Other,,http://saharareporters.com/2016/03/05/troops-clear-boko-haram-out-doksa,http://www.punchng.com/troops-raid-boko-haram-hideouts-kill-five/,,10.61758041,12.17827988,"Biu, Borno, Nigeria",Nigeria
Gunmen abduct Kano lawmaker’s mum,3/6/2016,,Doguwa,Kano,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/regional/nwest/199708-gunmen-abduct-kano-lawmakers-mum.html,http://dailypost.ng/2016/03/07/gunmen-kidnap-kano-assembly-members-mother-demand-n50m-ransom/,,10.69754028,8.627200127,"Doguwa, Kano, Nigeria",Nigeria
"Gunmen behead APC chieftain, wife, son in Rivers",3/5/2016,Omuku,Ogba/Egbema/Ndoni,Rivers,3,,,,Other Armed Actor,,,,,,,,,,,,,,,3,,,,Gun,,,Other,,,,,,,,Other,,http://nationalmirroronline.net/new/gunmen-behead-apc-chieftain-wife-son-in-rivers/,http://www.punchng.com/38711-2/,http://www.vanguardngr.com/2016/03/breaking-news-gunmen-behead-apc-ward-4-chairman-kill-wife-and-son/,5.346700191,6.660950184,"Ogba/Egbema/Ndoni, Rivers, Nigeria",Nigeria
Gunmen kidnap council chairman’s mother in Rivers,3/6/2016,Rumuosi,Obio/Akpor,Rivers,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.punchng.com/gunmen-kidnap-council-chairmans-mother-in-rivers/,http://leadership.ng/news/507446/unknown-gunmen-kidnap-lg-chairmans-mum,,4.859320164,7.024680138,"Obio/Akpor, Rivers, Nigeria",Nigeria
"One person feared killed as APC, PDP supporters clash in Rivers",3/7/2016,Buguma,Asari-Toru,Rivers,1,,,,,,,,Election-related Actor,,,,,,,,,,,,1,,,Gun,,,Other,,,,,,,,Other,,http://dailypost.ng/2016/03/07/heavy-gun-battle-in-buguma-rivers-state/,http://www.dailytrust.com.ng/news/politics/one-person-feared-killed-as-apc-pdp-supporters-clash-in-rivers/136898.html,,4.817749977,6.830949783,"Asari-Toru, Rivers, Nigeria",Nigeria
"Nigerian troops repel attack on military bases, ‘kill 18 insurgents’",3/8/2016,Pulka and Bitta,Gwoza,Borno,18,,State Actor,,,,,,,,18,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/more-news/199798-nigerian-troops-repel-attack-military-bases-kill-18-insurgents.html,,,11.08539963,13.69190025,"Gwoza, Borno, Nigeria",Nigeria
Blood Bloodbath In Benue As Fulani Herdsmen Hack Eight To Death Again,3/8/2016,"Tse Chia, Tse Nhumbe, Deghkia and Ngorukgan",Logo,Benue,8,,,Sectarian Actor,,,,,,,,,8,,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://independentnig.com/2016/03/blood-bloodbath-in-benue-as-fulani-herdsmen-hack-eight-to-death-again/,,,7.50372982,9.349479675,"Logo, Benue, Nigeria",Nigeria
Military in gun battle with Boko Haram in Borno,3/8/2016,Bita,Gwoza,Borno,,Boko Haram,State Actor,,,,,,,,,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.dailytrust.com.ng/news/general/military-in-gun-battle-with-boko-haram-in-borno/137013.html,,,11.08539963,13.69190025,"Gwoza, Borno, Nigeria",Nigeria
"3 soldiers, 2 civilians hurt in Yobe suicide attack",3/10/2016,Katarko,Gujba,Yobe,1,,,,Other Armed Actor,,,,,,,,,1,,,,,,,,,,,,Suicide Bombing,,,,,,,,,Other,,http://www.dailytrust.com.ng/news/general/3-soldiers-2-civilians-hurt-in-yobe-suicide-attack/137362.html,,,11.50006008,11.93356037,"Gujba, Yobe, Nigeria",Nigeria
"Soldiers Nab Wanted Boko Haram Commander, Intercept Insurgent's Fuel Supply",3/10/2016,Dabar Masara,Kukawa,Borno,1,Boko Haram,State Actor,,,,,,,,1,,,,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://allafrica.com/stories/201603110645.html,http://panarmenian.net/m/eng/news/207907,http://www.vanguardngr.com/2016/03/troops-nab-wantd-boko-haram-terorist/,12.92539978,13.55990028,"Kukawa, Borno, Nigeria",Nigeria
"Another youth killed, burnt in Rivers state",3/10/2016,Buguma,Asari-Toru,Rivers,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,,,,Other,,,,,,,,Other,,http://dailypost.ng/2016/03/11/another-youth-killed-burnt-in-rivers-state/,,,4.817749977,6.830949783,"Asari-Toru, Rivers, Nigeria",Nigeria
Two killed by Fulani herdsmen in Benue,3/11/2016,,Logo,Benue,2,,,Sectarian Actor,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,Other,,http://www.mynewswatchtimesng.com/10-killed-herdsmen-farmers-crisis-spreads-benue/,,,7.50372982,9.349479675,"Logo, Benue, Nigeria",Nigeria
Six killed in Benue,3/10/2016,,Tarka,Benue,6,,,Sectarian Actor,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,Other,,http://www.mynewswatchtimesng.com/10-killed-herdsmen-farmers-crisis-spreads-benue/,,,7.62081,8.88194,"Tarka, Benue, Nigeria",Nigeria
"Nigerian troops kill 40 Boko Haram terrorists, destroy Alajeri camp",3/10/2016,Alajeri,Guzamala,Borno,40,,State Actor,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/headlines/200021-nigerian-troops-kill-40-boko-haram-terrorists-destroy-alajeri-camp-army.html,http://saharareporters.com/2016/03/11/nigerian-troops-sack-boko-haram-camp-kill-insurgents-series-attacks,,12.94491005,13.17848969,"Guzamala, Borno, Nigeria",Nigeria
"Gunmen attack bank, police station in Bayelsa",3/12/2016,Amassoma,Southern Ijaw,Bayelsa,0,,State Actor,,,,Robber,,,,,,,,,,,,,0,,,,Gun,,,,,,Government Building,,,Bank,,,,http://www.premiumtimesng.com/news/top-news/200015-gunmen-attack-bank-police-station-bayelsa.html,http://news2.onlinenigeria.com/headline/467039-militants-attack-police-station-in-bayelsa.html,http://dailypost.ng/2016/03/13/suspected-militants-attack-police-station-bank-in-bayelsa/,4.970369816,6.104189873,"Southern Ijaw, Bayelsa, Nigeria",Nigeria
"Fulani herdsmen kill 2, sack 25 villages in Benue",3/13/2016,,Logo,Benue,2,,,Sectarian Actor,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,Other,,http://www.vanguardngr.com/2016/03/fulani-herdsmen-kill-2-sack-25-villages-in-benue/,,,7.50372982,9.349479675,"Logo, Benue, Nigeria",Nigeria
Nigerian troops kill 17 insurgents in Pulka,3/13/2016,Pulka,Gwoza,Borno,17,Boko Haram,State Actor,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,Other,Sometime between 3/11 and 3/13,http://nationalmirroronline.net/new/boko-haram-troops-kill-scores-of-terrorists-destroy-camps-in-48-hours/,http://www.premiumtimesng.com/news/top-news/200071-nigerian-army-announces-series-successive-victories-boko-haram.html,,11.08539963,13.69190025,"Gwoza, Borno, Nigeria",Nigeria
